question,consistent body,inconsistent body,consistent paraphrased,inconsistent paraphrased,answer
What is the number of large towels that Lucy has?,Daniel has 5 red suitcases. Daniel bought 5 red suitcases. Daniel possesses 14 small plant for every red suitcase. Lucy has 7 fewer red suitcases than Daniel. Lucy possesses 10 blue box for every red suitcase. Lucy possesses 11 large towel for every blue box.,Daniel has 5 red suitcases. Daniel bought 5 red suitcases. Daniel possesses 14 small plant for every red suitcase. Daniel has 7 more red suitcases than Lucy. Lucy possesses 10 blue box for every red suitcase. Lucy possesses 11 large towel for every blue box.,Daniel has 5 red suitcases. Daniel bought 5 red suitcases. Daniel possesses 14 small plants for every red suitcase. Lucy has 7 fewer red suitcases than Daniel. Lucy possesses 10 blue boxes for every red suitcase. Lucy possesses 11 large towels for every blue box. What is the number of large towels that Lucy has?,Daniel has 5 red suitcases. Daniel bought 5 red suitcases. Daniel possesses 14 small plants for every red suitcase. Daniel has 7 more red suitcases than Lucy. Lucy possesses 10 blue boxes for every red suitcase. Lucy possesses 11 large towels for every blue box. What is the number of large towels that Lucy has?,330
How many keys does Sophia have totaled now?,Natalie owns 7 keys. Sophia has 6 more keys than Natalie. Sophia bought 7 more keys. Sophia bought 13 keys.,Natalie owns 7 keys. Natalie has 6 fewer keys than Sophia. Sophia bought 7 more keys. Sophia bought 13 keys.,Natalie owns 7 keys. Sophia has 6 keys more than Natalie. Sophia bought 7 more keys. Sophia bought 13 keys. How many keys does Sophia have in total now?,Natalie owns 7 keys. Natalie has 6 fewer keys than Sophia. Sophia bought 7 more keys. Sophia bought 13 keys. How many keys does Sophia have in total now?,33
How many liters of milk does David have?,Christian has 11 liters of milk. Christian bought 14 liters more milk. David has 10 liters of milk more than Christian.,Christian has 11 liters of milk. Christian bought 14 liters more milk. Christian has 10 liters of milk less than David.,Christian has 11 liters of milk. Christian bought 14 more liters of milk. David has 10 liters more milk than Christian. How many liters of milk does David have?,Christian has 11 liters of milk. Christian bought 14 more liters of milk. Christian has 10 liters less milk than David. How many liters of milk does David have?,35
How many rolls of toilet papers does Ella have totaled?,There are 15 boxs in Michael's collection. Ella has 15 more boxs than Michael. There are 7 baskets in every Ella's box. There are 3 rolls of toilet papers in every Ella's basket.,There are 15 boxs in Michael's collection. Michael has 15 fewer boxs than Ella. There are 7 baskets in every Ella's box. There are 3 rolls of toilet papers in every Ella's basket.,There are 15 boxes in Michael's collection. Ella has 15 more boxes than Michael. There are 7 baskets in each of Ella's boxes. There are 3 rolls of toilet paper in each of Ella's baskets. How many rolls of toilet paper does Ella have in total?,There are 15 boxes in Michael's collection. Michael has 15 fewer boxes than Ella. There are 7 baskets in each of Ella's boxes. There are 3 rolls of toilet paper in each of Ella's baskets. How many rolls of toilet paper does Ella have in total?,630
What is the number of small baskets that Grace has now?,Ava has 10 small baskets. Ava possesses 3 green backpack for every small basket. Ava possesses 4 blue vase for every green backpack.  Grace has 11 times the amount of small baskets compared to the amount Ava has. Grace bought 19 small baskets.,Ava has 10 small baskets. Ava possesses 3 green backpack for every small basket. Ava possesses 4 blue vase for every green backpack.  Ava has 1/11 the amount of small baskets compared to the amount Grace has. Grace bought 19 small baskets.,Ava has 10 small baskets. Ava possesses 3 green backpacks for every small basket. Ava possesses 4 blue vases for every green backpack. Grace has 11 times the number of small baskets compared to Ava. Grace bought 19 small baskets. What is the number of small baskets that Grace has now?,Ava has 10 small baskets. Ava possesses 3 green backpacks for every small basket. Ava possesses 4 blue vases for every green backpack. Ava has 1/11 the number of small baskets compared to the number Grace has. Grace bought 19 small baskets. What is the number of small baskets that Grace has now?,129
How many baskets does Amelia have in total now?,David owns 16 baskets. There are 8 spoons in every David's basket. Amelia has 4 more baskets than David. Amelia bought 18 baskets.,David owns 16 baskets. There are 8 spoons in every David's basket. David has 4 fewer baskets than Amelia. Amelia bought 18 baskets.,David owns 16 baskets. There are 8 spoons in every basket owned by David. Amelia has 4 more baskets than David. Amelia bought 18 baskets. How many baskets does Amelia have in total now?,David owns 16 baskets. There are 8 spoons in every basket owned by David. David has 4 fewer baskets than Amelia. Amelia bought 18 baskets. How many baskets does Amelia have in total now?,38
What is the number of yellow lamps that Hannah has?,Daniel has 12 blue bags.  Hannah has 1/6 the amount of blue bags compared to the amount Daniel has. Hannah possesses 6 yellow lamp for every blue bag.,Daniel has 12 blue bags.  Daniel has 6 times the amount of blue bags compared to the amount Hannah has. Hannah possesses 6 yellow lamp for every blue bag.,Daniel has 12 blue bags. Hannah has 1/6 the number of blue bags that Daniel has. Hannah possesses 6 yellow lamps for every blue bag. What is the number of yellow lamps that Hannah has?,Daniel has 12 blue bags. Daniel has 6 times the number of blue bags compared to the number Hannah has. Hannah possesses 6 yellow lamps for every blue bag. What is the number of yellow lamps that Hannah has?,12
How many gallons of oil does Henry have?,Matthew has 3 backpacks. Each of Matthew's backpack has 4 bags. Matthew possesses 15 gallons of oil per bag. Henry has 1/15 as much oil in gallons as Matthew does.,Matthew has 3 backpacks. Each of Matthew's backpack has 4 bags. Matthew possesses 15 gallons of oil per bag. Matthew has 15 times as much oil in gallons as Henry does.,Matthew has 3 backpacks. Each of Matthew's backpacks has 4 bags. Matthew possesses 15 gallons of oil per bag. Henry has 1/15 as much oil in gallons as Matthew does. How many gallons of oil does Henry have?,Matthew has 3 backpacks. Each of Matthew's backpacks has 4 bags. Matthew possesses 15 gallons of oil per bag. Matthew has 15 times as much oil in gallons as Henry does. How many gallons of oil does Henry have?,12
How many couchs does Christopher have in all?,Christian has 20 couchs. Christopher has 15 fewer couchs than Christian.,Christian has 20 couchs. Christian has 15 more couchs than Christopher.,Christian has 20 couches. Christopher has 15 fewer couches than Christian. How many couches does Christopher have in total?,Christian has 20 couches. Christian has 15 more couches than Christopher. How many couches does Christopher have in total?,5
How many beds does Jacob have totaled?,Samuel owns 16 beds. Jacob has 1/8 the amount of beds as Samuel.,Samuel owns 16 beds. Samuel has 8 times as many beds as Jacob.,Samuel owns 16 beds. Jacob has 1/8 of the amount of beds as Samuel. How many beds does Jacob have in total?,Samuel owns 16 beds. Samuel has 8 times as many beds as Jacob. How many beds does Jacob have in total?,2
How many bottles does Henry have totaled?,Benjamin has 12 boxs. Henry has 8 more boxs than Benjamin. There are 16 packages in every Henry's box. Every package that Henry has contains 3 bottles.,Benjamin has 12 boxs. Benjamin has 8 fewer boxs than Henry. There are 16 packages in every Henry's box. Every package that Henry has contains 3 bottles.,Benjamin has 12 boxes. Henry has 8 more boxes than Benjamin. There are 16 packages in every one of Henry's boxes. Each package that Henry has contains 3 bottles. How many bottles does Henry have in total?,Benjamin has 12 boxes. Benjamin has 8 fewer boxes than Henry. There are 16 packages in every one of Henry's boxes. Each package that Henry has contains 3 bottles. How many bottles does Henry have in total?,960
What is the number of orange chairs that Harper has?,Logan has 11 green backpacks. Logan possesses 6 large plant for every green backpack. Logan bought 9 large plants. Harper has 18 more green backpacks than Logan. Harper bought 12 green backpacks. Harper possesses 17 orange chair for every green backpack.,Logan has 11 green backpacks. Logan possesses 6 large plant for every green backpack. Logan bought 9 large plants. Logan has 18 fewer green backpacks than Harper. Harper bought 12 green backpacks. Harper possesses 17 orange chair for every green backpack.,Logan has 11 green backpacks. Logan possesses 6 large plants for every green backpack. Logan bought 9 large plants. Harper has 18 more green backpacks than Logan. Harper bought 12 green backpacks. Harper possesses 17 orange chairs for every green backpack. What is the number of orange chairs that Harper has?,Logan has 11 green backpacks. Logan possesses 6 large plants for every green backpack. Logan bought 9 large plants. Logan has 18 fewer green backpacks than Harper. Harper bought 12 green backpacks. Harper possesses 17 orange chairs for every green backpack. What is the number of orange chairs that Harper has?,697
What is the number of large plants that Layla has?,Andrew has 2 blue packages. Andrew possesses 15 small bag for every blue package. Andrew possesses 6 yellow umbrella for every small bag. Layla has 11 fewer small bags than Andrew. Layla possesses 9 large plant for every small bag.,Andrew has 2 blue packages. Andrew possesses 15 small bag for every blue package. Andrew possesses 6 yellow umbrella for every small bag. Andrew has 11 more small bags than Layla. Layla possesses 9 large plant for every small bag.,Andrew has 2 blue packages. Andrew possesses 15 small bags for each blue package. Andrew possesses 6 yellow umbrellas for each small bag. Layla has 11 fewer small bags than Andrew. Layla possesses 9 large plants for each small bag. What is the number of large plants that Layla has?,Andrew has 2 blue packages. Andrew possesses 15 small bags for each blue package. Andrew possesses 6 yellow umbrellas for each small bag. Andrew has 11 more small bags than Layla. Layla possesses 9 large plants for each small bag. What is the number of large plants that Layla has?,171
How many meters of rope does Emma have?,James has 15 suitcases. Emma has 2 times as many suitcases as James. Emma possesses 11 meters of rope per suitcase.,James has 15 suitcases. James has 1/2 the amount of suitcases as Emma. Emma possesses 11 meters of rope per suitcase.,James has 15 suitcases. Emma has twice as many suitcases as James. Emma possesses 11 meters of rope per suitcase. How many meters of rope does Emma have?,James has 15 suitcases. James has half the amount of suitcases as Emma. Emma possesses 11 meters of rope per suitcase. How many meters of rope does Emma have?,330
What is the number of green boxs that Samuel has?,Chloe has 20 green boxs. Chloe possesses 6 yellow fork for every green box. Chloe bought 16 yellow forks.  Samuel has 1/4 the amount of green boxs compared to the amount Chloe has.,Chloe has 20 green boxs. Chloe possesses 6 yellow fork for every green box. Chloe bought 16 yellow forks.  Chloe has 4 times the amount of green boxs compared to the amount Samuel has.,Chloe has 20 green boxes. Chloe possesses 6 yellow forks for every green box. Chloe bought 16 yellow forks. Samuel has 1/4 the number of green boxes compared to the number Chloe has. What is the number of green boxes that Samuel has?,Chloe has 20 green boxes. Chloe possesses 6 yellow forks for every green box. Chloe bought 16 yellow forks. Chloe has 4 times the number of green boxes compared to the number Samuel has. What is the number of green boxes that Samuel has?,5
What is the number of blue phones that Lily has?,Michael has 15 blue phones. Michael bought 15 blue phones.  Lily has 1/10 the amount of blue phones compared to the amount Michael has.,Michael has 15 blue phones. Michael bought 15 blue phones.  Michael has 10 times the amount of blue phones compared to the amount Lily has.,Michael has 15 blue phones. Michael bought 15 blue phones. Lily has 1/10 of the number of blue phones that Michael has. What is the number of blue phones that Lily has?,Michael has 15 blue phones. Michael bought 15 blue phones. Michael has 10 times the number of blue phones compared to the number Lily has. What is the number of blue phones that Lily has?,3
